総覧ID,総覧抄録ID,遺跡名,遺跡名かな,本内順位,遺跡所在地,所在地2,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間|調査期間,調査期間1,調査期間2,調査面積|調査面積,調査面積2,調査原因
47673,90894,武蔵国府関連遺跡　海老澤恵二・信行宅地区　第998次,むさしこくふかんれんいせき,43,東京都府中市本町1-2-1,03本町,139.477341,35.668476,とうきょうとふちゅうし,13206,2,,,,,19980224-19980416,1998,,110.9,110.9,建物新築
47673,90895,武蔵国府関連遺跡　和田孝充地区　第1014次,むさしこくふかんれんいせき,44,東京都府中市本町2-17-4,03本町,139.475479,35.666679,とうきょうとふちゅうし,13206,2,,,,,19980630-19980710,1998,,49.6,49.6,建物新築
47673,90896,武蔵国府関連遺跡　CUBE　103地区　第1010次,むさしこくふかんれんいせき,45,東京都府中市本町2-19-4,03本町,139.476395,35.666725,とうきょうとふちゅうし,13206,2,,,,,19980617-19980808,1998,,67,67,建物新築
47673,90897,武蔵国府関連遺跡　シズラー府中東店地区　第1017次,むさしこくふかんれんいせき,46,東京都府中市緑町1-14-1,07緑町,139.48468,35.672794,とうきょうとふちゅうし,13206,2,,,,,19980710-19981104,1998,,465,465,建物新築
47673,90898,武蔵国府関連遺跡　キャッスルマンション府中参番館地区　第1011次,むさしこくふかんれんいせき,47,東京都府中市緑町2-1-9,07緑町,139.488388,35.671261,とうきょうとふちゅうし,13206,2,,,,,19980617-19980717,1998,,150.8,150.8,建物新築
47673,90899,武蔵国府関連遺跡　アーバン・ド・エル東府中地区　第1044次,むさしこくふかんれんいせき,48,東京都府中市緑町3-10-5,07緑町,139.49292,35.670712,とうきょうとふちゅうし,13206,2,,,,,19990201-19990303,1999,,136.7,136.7,建物新築
47673,90900,武蔵国府関連遺跡　ヤナセ府中の森営業所地区　第1016次,むさしこくふかんれんいせき,49,東京都府中市緑町3-11-10,07緑町,139.491806,35.670799,とうきょうとふちゅうし,13206,2,,,,,19980707-19980907,1998,,702.8,702.8,建物新築
47675,90902,武蔵国府関連遺跡　第1001次,むさしこくふかんれんいせき,1,東京都府中市宮西町1-2-1ほか,02宮西町,139.478958,35.672001,とうきょうとふちゅうしみやにしちょう,13206,2,,,,,19980408-19980618,1998,,472.9,472.9,建物新築
47677,90904,武蔵国府跡関連遺跡　第740次,むさしこくふあとかんれんいせき,1,東京都府中市宮町3-6/7,01宮町,139.479797,35.667389,とうきょうとふちゅうしみやまち,13206,2,353949,1392900,,,19930521-20000125,1993,,6200,6200,都営住宅建設
47678,90905,武蔵国府関連遺跡　デニーズ寿町地区　第249次,むさしこくふかんれんいせき,1,東京都府中市寿町2-4-10,05寿町,139.475647,35.673729,とうきょうとふちゅうし,13206,2,,,,,19840806-198501022,1984,,378.9,378.9,建物新築
47678,90906,武蔵国府関連遺跡　野口ビル地区　第236次,むさしこくふかんれんいせき,2,東京都府中市寿町3-1-1,05寿町,139.474747,35.673138,とうきょうとふちゅうし,13206,2,,,,,19840305-19840519,1984,,200.4,200.4,建物新築
47678,90907,武蔵国府関連遺跡　朝日プラザ府中地区　第237次,むさしこくふかんれんいせき,3,東京都府中市寿町3-6-14,05寿町,139.474167,35.67437,とうきょうとふちゅうし,13206,2,,,,,19840322-19840705,1984,,1424.6,1424.6,建物新築
47678,90908,武蔵国府関連遺跡　エバーグリーン府中地区　第250次,むさしこくふかんれんいせき,4,東京都府中市八幡町2-4-5,06八幡町,139.487091,35.670021,とうきょうとふちゅうし,13206,2,,,,,19840917-19841015,1984,,153.7,153.7,建物新築
47678,90909,武蔵国府関連遺跡　正田達夫宅地区　第245次,むさしこくふかんれんいせき,5,東京都府中市八幡町3-9-3,06八幡町,139.490768,35.667919,とうきょうとふちゅうし,13206,2,,,,,19840611-19840711,1984,,123.8,123.8,建物新築
47678,90910,武蔵国府関連遺跡　石川ビル地区　第256次,むさしこくふかんれんいせき,6,東京都府中市美好町1-1-18,09美好町,139.473343,35.673,とうきょうとふちゅうし,13206,2,,,,,19841217-19841226,1984,,113.1,113.1,建物新築
47678,90911,武蔵国府関連遺跡　Park Avenue　八沢地区　第241次,むさしこくふかんれんいせき,7,東京都府中市美好町1-37-2,09美好町,139.467575,35.672688,とうきょうとふちゅうし,13206,2,,,,,19840521-19840607,1984,,79.8,79.8,建物新築
47678,90912,武蔵国府関連遺跡　市村第2マンション地区　第238次,むさしこくふかんれんいせき,8,東京都府中市府中町1-20-5,04府中町,139.481613,35.674484,とうきょうとふちゅうし,13206,2,,,,,19840411-19840505,1984,,189.2,189.2,建物新築
47678,90913,武蔵国府関連遺跡　シティハイム地区　第243次,むさしこくふかんれんいせき,9,東京都府中市府中町1-27-12,04府中町,139.481308,35.67532,とうきょうとふちゅうし,13206,2,,,,,19840604-19840611,1984,,66.8,66.8,建物新築
47678,90914,武蔵国府関連遺跡　耳道ビル地区　第240次,むさしこくふかんれんいせき,10,東京都府中市府中町1-27-8,04府中町,139.481308,35.67532,とうきょうとふちゅうし,13206,2,,,,,19840423-19840508,1984,,49.3,49.3,建物新築
47678,90915,武蔵国府関連遺跡　花輪ビル地区　第257次,むさしこくふかんれんいせき,11,東京都府中市府中町1-29-2,04府中町,139.480698,35.675812,とうきょうとふちゅうし,13206,2,,,,,19850108-19850128,1985,,138.9,138.9,建物新築
47678,90916,武蔵国府関連遺跡　ホテルコンチネンタル別館地区　第251次,むさしこくふかんれんいせき,12,東京都府中市府中町1-5-1,04府中町,139.481735,35.672295,とうきょうとふちゅうし,13206,2,,,,,19841008-19841227,1984,,212.1,212.1,建物新築
47678,90917,武蔵国府関連遺跡　さくら食品館駐車場地区　第254次,むさしこくふかんれんいせき,13,東京都府中市府中町1-8-11,04府中町,139.481155,35.672714,とうきょうとふちゅうし,13206,2,,,,,19841108-19841226,1984,,132.4,132.4,建物新築
47678,90918,武蔵国府関連遺跡　パストラル府中地区　第234次,むさしこくふかんれんいせき,14,東京都府中市府中町2-18-24,04府中町,139.482635,35.674839,とうきょうとふちゅうし,13206,2,,,,,19840303-19840426,1984,,206.8,206.8,建物新築
47678,90919,武蔵国府関連遺跡　メゾン・ノバ地区　第246次,むさしこくふかんれんいせき,15,東京都府中市片町1-19-1,08片町,139.46991,35.670982,とうきょうとふちゅうし,13206,2,,,,,19840709-19840730,1984,,98.6,98.6,建物新築
47678,90920,武蔵国府関連遺跡　京王府中第9架道橋地区　第246T次,むさしこくふかんれんいせき,16,東京都府中市片町1-23,08片町,139.471405,35.671425,とうきょうとふちゅうし,13206,2,,,,,19840716,1984,,107.4,107.4,建物新築
47678,90921,武蔵国府関連遺跡　府中パークアベニュー地区　第233次,むさしこくふかんれんいせき,17,東京都府中市片町2-18-26,08片町,139.469437,35.669651,とうきょうとふちゅうし,13206,2,,,,,19840301-19840508,1984,,312.8,312.8,建物新築
47678,90922,武蔵国府関連遺跡　高井ビル地区　第239次,むさしこくふかんれんいせき,18,東京都府中市片町2-22-10,08片町,139.470016,35.668934,とうきょうとふちゅうし,13206,2,,,,,19840421-19840517,1984,,70.1,70.1,建物新築
47678,90923,武蔵国府関連遺跡　文倍第二コーポラス地区　第230次,むさしこくふかんれんいせき,19,東京都府中市片町2-22-4,08片町,139.470016,35.668934,とうきょうとふちゅうし,13206,2,,,,,19840117-19840531,1984,,269.5,269.5,建物新築
47678,90924,武蔵国府関連遺跡　ライオンズマンション府中の丘地区　第248次,むさしこくふかんれんいせき,20,東京都府中市本宿町1-34-4,17本宿町,139.459137,35.668716,とうきょうとふちゅうし,13206,2,,,,,19840726-19850121,1984,,756.7,756.7,建物新築
47678,90925,武蔵国府関連遺跡　イガラシハイツ地区　第247次,むさしこくふかんれんいせき,21,東京都府中市本町1-12-11,03本町,139.478119,35.667206,とうきょうとふちゅうし,13206,2,,,,,19840716-19841011,1984,,92.4,92.4,建物新築
47678,90926,武蔵国府関連遺跡　エバーベルズ府中地区　第252次,むさしこくふかんれんいせき,22,東京都府中市緑町1-1-3,07緑町,139.484192,35.672302,とうきょうとふちゅうし,13206,2,,,,,19841025-19850117,1984,,454.6,454.6,建物新築
47679,90927,武蔵国府関連遺跡　府中市西庁舎玄関前整備地区　第969次,むさしこくふかんれんいせき,1,東京都府中市宮西町2-24,02宮西町,139.477768,35.668858,とうきょうとふちゅうし,13206,2,,,,,19970712-19970903,1997,,69,69,建物新築
47679,90928,武蔵国府関連遺跡　サンシャインコーポ府中地区　第963次,むさしこくふかんれんいせき,2,東京都府中市宮西町3-3,02宮西町,139.47438,35.672409,とうきょうとふちゅうし,13206,2,,,,,19970617-199970812,1997,,206.2,206.2,建物新築
47679,90929,武蔵国府関連遺跡　関田實宅地区　第948次,むさしこくふかんれんいせき,3,東京都府中市宮西町5-11-2,02宮西町,139.473984,35.669678,とうきょうとふちゅうし,13206,2,,,,,19970304-19970411,1997,,124.6,124.6,建物新築
47679,90930,武蔵国府関連遺跡　府中薬局地区　第953次,むさしこくふかんれんいせき,4,東京都府中市宮町1-2-13,01宮町,139.479477,35.671562,とうきょうとふちゅうし,13206,2,,,,,19970408-19970516,1997,,93.2,93.2,建物新築
47679,90931,武蔵国府関連遺跡　グランドメゾン府中宮町地区　第964次,むさしこくふかんれんいせき,5,東京都府中市宮町1-23-3,01宮町,139.481918,35.670773,とうきょうとふちゅうし,13206,2,,,,,199970618-199971205,1999,,448.8,448.8,建物新築
47679,90932,武蔵国府関連遺跡　リバティハウス2地区　第977次,むさしこくふかんれんいせき,6,東京都府中市宮町1-24-21,01宮町,139.481384,35.670326,とうきょうとふちゅうし,13206,2,,,,,19970825-19971022,1997,,95.1,95.1,建物新築
47679,90933,武蔵国府関連遺跡　カーサ・アベニューII地区　第962次,むさしこくふかんれんいせき,7,東京都府中市宮町3-15,01宮町,139.482071,35.667873,とうきょうとふちゅうし,13206,2,,,,,19970611-19970804,1997,,186.1,186.1,建物新築
47679,90934,武蔵国府関連遺跡　ライオンズマンション府中宮西地区　第965次,むさしこくふかんれんいせき,8,東京都府中市宮町3-7-2,01宮町,139.480484,35.66674,とうきょうとふちゅうし,13206,2,,,,,19970621-19970827,1997,,353.8,353.8,建物新築
47679,90935,武蔵国府関連遺跡　コンフォート府中地区　第970次,むさしこくふかんれんいせき,9,東京都府中市若松町1-5-22,13若松町,139.497572,35.66912841,とうきょうとふちゅうし,13206,2,,,,,19970714-19971108,1997,,1331.5,1331.5,建物新築
47679,90936,武蔵国府関連遺跡　レールサイド寿地区　第979次,むさしこくふかんれんいせき,10,東京都府中市寿町2-3-1,05寿町,139.475876,35.673176,とうきょうとふちゅうし,13206,2,,,,,19970918-19971012,1997,,68.7,68.7,建物新築
47679,90937,武蔵国府関連遺跡　ドミール府中地区　第982次,むさしこくふかんれんいせき,11,東京都府中市寿町3-1-4,05寿町,139.474747,35.673138,とうきょうとふちゅうし,13206,2,,,,,19971117-199980210,1997,,345.4,345.4,建物新築
47679,90938,武蔵国府関連遺跡　ライオンズステーションプラザ東府中地区　第961次,むさしこくふかんれんいせき,12,東京都府中市清水が丘1-4-15,10清水が丘,139.493835,35.66827,とうきょうとふちゅうし,13206,2,,,,,19970606-19970912,1997,,570.5,570.5,建物新築
47679,90939,武蔵国府関連遺跡　アクア・ハウス地区　第994.T次,むさしこくふかんれんいせき,13,東京都府中市清水が丘2-12-3,10清水が丘,139.495544,35.666668,とうきょうとふちゅうし,13206,2,,,,,19980204-19980206,1998,,51,51,建物新築
47679,90940,武蔵国府関連遺跡　松崎嘉伸宅地区　第967次,むさしこくふかんれんいせき,14,東京都府中市清水が丘2-2-1,10清水が丘,139.494858,35.667286,とうきょうとふちゅうし,13206,2,,,,,19970625-19970714,1997,,116,116,建物新築
47679,90941,武蔵国府関連遺跡　ライオンズヴィアーレ府中地区　第952次,むさしこくふかんれんいせき,15,東京都府中市西府町3-20-1,18西府町,139.458618,35.679489,とうきょうとふちゅうし,13206,2,,,,,19970408-19970625,1997,,1180.2,1180.2,建物新築
47679,90942,武蔵国府関連遺跡　スチューデントパーク府中地区　第975次,むさしこくふかんれんいせき,16,東京都府中市白糸台1-57-8,16白糸台,139.508926,35.666313,とうきょうとふちゅうし,13206,2,,,,,19970805-19971021,1997,,661.1,661.1,建物新築
47679,90943,武蔵国府関連遺跡　藤和シティーホームズ府中白糸台地区　第941次,むさしこくふかんれんいせき,17,東京都府中市白糸台1-73-1,16白糸台,139.508728,35.665775,とうきょうとふちゅうし,13206,2,,,,,19961220-199970630,1996,,2135.3,2135.3,建物新築
47679,90944,武蔵国府関連遺跡　シダー武蔵野台地区　第980次,むさしこくふかんれんいせき,18,東京都府中市白糸台5-1-31,16白糸台,139.512848,35.664516,とうきょうとふちゅうし,13206,2,,,,,19970924-19971011,1997,,104.1,104.1,建物新築
47679,90945,武蔵国府関連遺跡　レオパレスゴールドレヂデンスハニワ地区　第974次,むさしこくふかんれんいせき,19,東京都府中市白糸台6-44-2,16白糸台,139.518631,35.661106,とうきょうとふちゅうし,13206,2,,,,,19970726-19971018,1997,,211.9,211.9,建物新築
47679,90946,武蔵国府関連遺跡　青沼勝弘宅地区　第971次,むさしこくふかんれんいせき,20,東京都府中市白糸台6-5-9,16白糸台,139.519836,35.663036,とうきょうとふちゅうし,13206,,,,,,19970715-19970906,1997,,122,122,建物新築
